"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,is_weekend,is_holiday,is_peak_morning,is_peak_evening,is_off_peak,road_segment_name,road_class,road_type,segment_latitude,segment_longitude,road_length_km,num_lanes,speed_limit_kmph,has_signal,is_one_way,near_hospital,near_school,near_market,weather_condition,temperature_celsius,humidity_percent,visibility_m,rainfall_mm,wind_speed_kmph,incident_type,incident_active,incident_duration_min,incident_severity,vehicle_density_pct,vehicle_count,trucks_count,two_wheelers_count,cars_count,autos_count,buses_count,ambulances_count,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_dev,travel_time_min,free_flow_travel_time,delay_minutes,delay_index,queue_length_m,occupancy_rate,headway_seconds,flow_rate_veh_per_hr,saturation_flow_ratio,peak_hour_factor,weather_impact_factor,incident_impact_factor,density_lag_1h,density_lag_2h,density_lag_24h,speed_lag_1h,speed_lag_24h,density_rolling_3h_avg,density_rolling_7d_avg,congestion_level,congestion_score,is_congested"
"624,2023-05-08 16:13:00,2023-05-08,16:13,16,13,Monday,0,5,2023,19,0,0,0,0,0,Bagayam Road,SH66,primary,12.906509,79.124822,5.34,3,60,1,0,0,0,0,Clear,39.7,43.8,5000,0.0,15.4,None,0,0,0,39.27,1887,189,1090,683,199,77,1,44.3,57.2,21.7,2.13,7.23,5.34,1.89,1.354,2097.0,0.393,20.18,353,0.412,0.8,1.0,1.0,37.31,31.91,17.4,39.2,43.0,35.38,32.34,Light,0.393,0"
"625,2023-12-02 23:14:00,2023-12-02,23:14,23,14,Saturday,5,12,2023,48,1,0,0,0,1,Bagayam Road,SH66,primary,12.904749,79.127784,6.05,3,60,1,0,0,0,0,Heavy Rain,38.5,68.2,800,40.4,26.1,None,0,0,0,10.56,574,57,314,165,50,17,3,36.3,48.5,11.8,6.04,10.0,6.05,3.95,1.653,638.9,0.106,27.36,94,0.091,0.9,0.65,1.0,7.44,14.07,14.34,42.5,39.4,9.16,29.43,Free Flow,0.106,0"
"626,2023-02-23 19:37:00,2023-02-23,19:37,19,37,Thursday,3,2,2023,8,0,0,0,1,0,Jolarpet Road,NH234,primary,12.941297,79.180874,7.11,3,60,1,0,0,0,0,Light Rain,38.2,77.9,2000,2.0,7.0,None,0,0,0,86.2,5515,789,2987,1283,664,289,3,22.5,30.7,9.4,5.74,18.96,7.11,11.85,2.667,6128.8,0.862,8.45,775,0.858,1.9,0.88,1.0,82.9,95.64,86.93,22.8,25.4,94.98,99.77,Gridlock,0.862,1"
"627,2024-04-13 18:23:00,2024-04-13,18:23,18,23,Saturday,5,4,2024,15,1,0,0,1,0,Thorapadi Road,SH66,secondary,12.9266,79.111685,5.54,2,50,1,0,0,0,0,Clear,34.1,88.2,5000,0.0,28.4,None,0,0,0,48.5,1612,200,916,338,103,74,3,33.8,47.1,18.4,13.66,9.83,6.65,3.18,1.478,2686.9,0.485,17.88,290,0.511,1.4,1.0,1.0,58.66,61.3,38.46,34.4,37.1,56.65,46.57,Moderate,0.485,0"
"628,2024-04-18 00:59:00,2024-04-18,00:59,0,59,Thursday,3,4,2024,16,0,0,0,0,1,CMC Hospital Road,local,secondary,12.930699,79.136448,4.27,2,50,1,0,1,1,0,Cloudy,34.5,56.5,3000,0.0,14.9,None,0,0,0,13.74,352,48,177,97,36,8,1,44.1,59.8,16.9,8.54,5.81,5.12,0.69,1.135,586.7,0.137,26.57,82,0.141,0.2,0.97,1.0,24.21,0.0,0.0,40.0,55.8,13.57,15.29,Free Flow,0.137,0"
"629,2023-12-11 18:00:00,2023-12-11,18:00,18,0,Monday,0,12,2023,50,0,0,0,1,0,VIT University Rd,local,secondary,12.971629,79.150959,10.71,2,50,1,0,0,0,0,Clear,24.4,83.7,5000,0.0,13.4,None,0,0,0,100.0,6426,692,3046,1475,874,485,1,16.7,19.8,10.3,3.16,38.48,12.85,25.63,2.995,10710.0,1.0,5.0,600,1.049,1.9,1.0,1.0,94.39,100.18,112.54,20.8,15.9,104.98,110.75,Gridlock,1.0,1"
"630,2023-07-19 04:43:00,2023-07-19,04:43,4,43,Wednesday,2,7,2023,29,0,0,0,0,1,Jolarpet Road,NH234,primary,12.938986,79.183676,5.04,3,60,1,0,0,1,0,Clear,37.4,46.7,5000,0.0,17.2,None,0,0,0,3.2,145,14,61,54,12,5,3,58.7,65.6,19.0,8.9,5.15,5.04,0.11,1.022,161.3,0.032,29.2,28,0.034,0.2,1.0,1.0,12.13,17.42,14.06,51.4,54.6,10.79,0.0,Free Flow,0.032,0"
"631,2023-07-31 12:04:00,2023-07-31,12:04,12,4,Monday,0,7,2023,31,0,0,0,0,0,Ambur Road,NH234,primary,12.982899,79.13307,10.92,3,60,1,0,0,0,0,Clear,40.8,83.7,5000,0.0,21.6,Road Work,1,112,4,17.31,1701,181,751,422,190,105,2,53.1,70.0,36.6,14.7,12.34,10.92,1.42,1.13,1890.3,0.173,25.67,155,0.182,1.3,1.0,0.65,15.22,11.98,40.09,52.3,47.0,20.32,31.74,Free Flow,0.173,0"
"632,2023-09-03 18:31:00,2023-09-03,18:31,18,31,Sunday,6,9,2023,35,1,0,0,1,0,Gudiyatham Road,SH149,secondary,12.944765,79.174834,7.03,2,50,1,0,0,0,0,Clear,30.4,83.4,5000,0.0,25.1,None,0,0,0,39.84,1680,237,830,397,88,49,3,36.7,55.0,20.6,7.33,11.49,8.44,3.05,1.361,2800.8,0.398,20.04,238,0.36,1.4,1.0,1.0,32.32,26.92,18.95,41.6,30.9,46.18,47.16,Light,0.398,0"
"633,2023-02-05 03:39:00,2023-02-05,03:39,3,39,Sunday,6,2,2023,5,1,0,0,0,1,CMC Hospital Road,local,secondary,12.930981,79.13769,11.99,2,50,1,0,1,0,0,Clear,32.3,92.2,5000,0.0,8.0,None,0,0,0,15.05,1082,159,641,224,126,57,1,45.0,58.3,17.4,5.43,15.99,14.39,1.6,1.111,1804.5,0.15,26.24,90,0.142,0.3,1.0,1.0,6.31,0.42,32.91,51.0,39.3,10.23,5.87,Free Flow,0.15,0"
"634,2024-06-25 18:14:00,2024-06-25,18:14,18,14,Tuesday,1,6,2024,26,0,0,0,1,0,Vellore Fort Road,local,secondary,12.945853,79.134501,7.31,2,50,1,0,1,0,0,Clear,38.3,91.0,5000,0.0,27.5,None,0,0,0,25.4,1114,151,585,376,56,33,2,41.5,61.2,20.9,11.95,10.57,8.77,1.8,1.205,1856.7,0.254,23.65,152,0.27,1.9,1.0,1.0,33.03,19.42,43.18,37.3,49.5,21.97,35.34,Light,0.254,0"
"635,2023-05-20 15:07:00,2023-05-20,15:07,15,7,Saturday,5,5,2023,20,1,0,0,0,0,Ambur Road,NH234,primary,12.988351,79.138788,5.72,3,60,1,0,0,0,0,Cloudy,40.0,41.2,3000,0.0,25.2,None,0,0,0,71.58,3684,486,2045,1300,197,141,1,30.4,40.6,18.4,13.71,11.29,5.72,5.57,1.974,4094.4,0.716,12.11,644,0.682,0.9,0.97,1.0,62.75,70.38,79.17,28.1,30.7,76.23,60.16,Heavy,0.716,1"
"636,2024-05-01 14:00:00,2024-05-01,14:00,14,0,Wednesday,2,5,2024,18,0,0,0,0,0,Sathuvachari Road,local,tertiary,12.938591,79.175927,10.04,2,40,0,0,0,0,0,Cloudy,25.7,79.5,3000,0.0,12.6,Festival Procession,1,38,1,31.29,1884,129,801,427,144,56,0,30.7,45.1,10.0,13.02,19.62,15.06,4.56,1.303,3141.5,0.313,22.18,187,0.331,0.8,0.97,0.5,23.27,14.69,8.03,33.1,29.5,23.97,22.03,Light,0.313,0"
"637,2023-03-09 00:03:00,2023-03-09,00:03,0,3,Thursday,3,3,2023,10,0,0,0,0,1,VIT University Rd,local,secondary,12.968607,79.152478,8.63,2,50,1,0,0,1,0,Light Rain,32.9,72.5,2000,7.3,16.5,None,0,0,0,4.6,238,13,124,81,19,18,1,42.7,49.4,17.5,14.38,12.13,10.36,1.77,1.171,397.0,0.046,28.85,27,0.037,0.2,0.88,1.0,11.51,6.92,0.0,40.9,36.8,13.27,0.87,Free Flow,0.046,0"
"638,2023-07-01 11:05:00,2023-07-01,11:05,11,5,Saturday,5,7,2023,26,1,0,0,0,0,Sankaranpalayam Rd,local,tertiary,12.920739,79.126634,11.91,2,40,0,0,0,1,0,Clear,39.2,83.6,5000,0.0,3.0,None,0,0,0,100.0,7146,738,3747,1479,575,368,0,13.3,18.3,5.1,8.17,53.73,17.87,35.86,3.007,11910.0,1.0,5.0,600,0.845,1.4,1.0,1.0,96.98,107.78,83.49,20.2,5.0,90.7,103.78,Gridlock,1.0,1"
"639,2024-02-05 13:46:00,2024-02-05,13:46,13,46,Monday,0,2,2024,6,0,0,0,0,0,Vellore-Chennai NH,NH48,motorway,12.892558,79.11993,2.06,4,100,0,1,0,1,0,Clear,34.3,50.8,5000,0.0,14.8,VIP Movement,1,12,2,27.63,683,56,382,268,35,32,3,81.6,92.7,49.0,2.45,1.51,1.24,0.27,1.218,569.2,0.276,23.09,331,0.258,1.3,1.0,0.6,17.44,12.0,29.66,79.7,70.6,27.82,43.01,Light,0.276,0"
"640,2024-05-22 04:11:00,2024-05-22,04:11,4,11,Wednesday,2,5,2024,21,0,0,0,0,1,Gudiyatham Road,SH149,secondary,12.939275,79.169819,1.88,2,50,1,0,0,0,0,Clear,38.5,54.0,5000,0.0,17.1,None,0,0,0,6.19,69,7,41,14,9,3,2,47.9,57.4,15.4,14.72,2.35,2.26,0.09,1.04,116.4,0.062,28.45,36,0.065,0.2,1.0,1.0,13.98,0.0,20.52,54.3,40.3,0.0,12.11,Free Flow,0.062,0"
"641,2023-05-28 10:11:00,2023-05-28,10:11,10,11,Sunday,6,5,2023,21,1,0,1,0,0,Arcot Road,NH234,primary,12.907933,79.128951,2.97,3,60,1,0,1,0,0,Cloudy,34.6,81.5,3000,0.0,23.9,Accident,1,180,4,48.39,1293,178,614,264,151,58,2,39.4,48.3,15.4,3.7,4.52,2.97,1.55,1.522,1437.2,0.484,17.9,435,0.446,1.4,0.97,0.55,52.94,52.5,38.4,40.3,50.7,51.93,39.2,Moderate,0.484,0"
"642,2024-12-09 11:37:00,2024-12-09,11:37,11,37,Monday,0,12,2024,50,0,0,0,0,0,Poonai Road,local,tertiary,12.939851,79.15517,6.71,2,40,0,0,0,0,0,Cloudy,26.0,42.0,3000,0.0,2.7,None,0,0,0,14.19,571,74,290,160,71,21,3,35.1,42.2,18.3,12.29,11.47,10.07,1.4,1.139,952.1,0.142,26.45,85,0.152,0.8,0.97,1.0,14.6,11.04,0.0,33.2,24.5,4.38,15.21,Free Flow,0.142,0"
"643,2024-04-12 08:01:00,2024-04-12,08:01,8,1,Friday,4,4,2024,15,0,0,1,0,0,Sathuvachari Road,local,tertiary,12.940819,79.175707,6.38,2,40,0,0,0,0,0,Clear,28.2,85.1,5000,0.0,17.0,None,0,0,0,94.21,3606,211,1659,757,386,229,1,14.9,18.7,10.2,10.13,25.69,9.57,16.12,2.684,6010.6,0.942,6.45,565,0.989,1.8,1.0,1.0,102.77,113.4,83.14,11.2,13.4,93.19,112.23,Gridlock,0.942,1"
"644,2023-06-11 03:14:00,2023-06-11,03:14,3,14,Sunday,6,6,2023,23,1,0,0,0,1,Kasturibai Road,local,secondary,12.926282,79.134679,7.1,2,50,1,0,1,1,0,Clear,33.5,57.5,5000,0.0,21.8,None,0,0,0,22.25,947,112,519,353,81,37,1,42.6,59.8,12.8,2.27,10.0,8.52,1.48,1.174,1579.8,0.223,24.44,133,0.215,0.3,1.0,1.0,18.56,33.98,34.44,50.5,41.5,24.12,26.74,Light,0.223,0"
"645,2024-06-12 16:36:00,2024-06-12,16:36,16,36,Wednesday,2,6,2024,24,0,0,0,0,0,Arcot Road,NH234,primary,12.907896,79.134459,9.33,3,60,1,0,1,1,0,Clear,34.2,44.9,5000,0.0,17.0,None,0,0,0,8.16,685,85,294,169,81,21,3,56.7,79.2,30.2,8.92,9.87,9.33,0.54,1.058,761.3,0.082,27.96,73,0.084,0.8,1.0,1.0,14.96,17.76,14.05,54.9,57.7,12.82,0.17,Free Flow,0.082,0"
"646,2024-07-14 13:30:00,2024-07-14,13:30,13,30,Sunday,6,7,2024,28,1,0,0,0,0,CMC Hospital Road,local,secondary,12.928695,79.131273,12.0,2,50,1,0,1,1,0,Clear,31.0,42.2,5000,0.0,13.0,None,0,0,0,65.78,4736,658,2579,1178,447,358,0,28.1,34.5,15.9,9.22,25.62,14.4,11.22,1.779,7893.6,0.658,13.55,394,0.599,0.9,1.0,1.0,58.55,65.83,78.74,35.5,23.5,75.24,53.34,Heavy,0.658,1"
"647,2024-11-11 00:04:00,2024-11-11,00:04,0,4,Monday,0,11,2024,46,0,0,0,0,1,VIT University Rd,local,secondary,12.975334,79.148572,4.67,2,50,1,0,0,0,0,Cloudy,29.8,53.2,3000,0.0,17.5,None,0,0,0,6.62,185,22,105,52,11,4,0,46.4,61.3,18.9,10.37,6.04,5.6,0.44,1.079,309.2,0.066,28.34,39,0.053,0.2,0.97,1.0,0.0,17.42,27.13,49.4,38.1,0.0,0.0,Free Flow,0.066,0"
"648,2024-09-02 09:00:00,2024-09-02,09:00,9,0,Monday,0,9,2024,36,0,0,1,0,0,Ambur Road,NH234,primary,12.981121,79.134148,2.22,3,60,1,0,0,1,0,Light Rain,40.0,47.7,2000,5.8,6.8,None,0,0,0,24.16,482,68,254,114,39,37,1,44.3,54.8,21.3,2.11,3.01,2.22,0.79,1.356,536.4,0.242,23.96,217,0.2,1.8,0.88,1.0,27.75,43.86,27.16,38.5,49.1,16.3,8.81,Light,0.242,0"
"649,2023-03-13 20:11:00,2023-03-13,20:11,20,11,Monday,0,3,2023,11,0,0,0,0,0,Ranipet Road,NH48,primary,12.879944,79.110817,9.54,3,60,1,0,0,0,0,Clear,41.5,59.0,5000,0.0,5.2,None,0,0,0,61.54,5283,293,2563,1081,309,283,1,35.4,45.4,11.0,11.4,16.17,9.54,6.63,1.695,5870.9,0.615,14.62,553,0.63,0.8,1.0,1.0,51.81,80.88,42.9,39.2,45.6,60.08,55.57,Heavy,0.615,1"
"650,2023-01-31 20:57:00,2023-01-31,20:57,20,57,Tuesday,1,1,2023,5,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.944649,79.128412,3.54,2,40,0,0,0,0,0,Cloudy,33.6,60.6,3000,0.0,22.6,Accident,1,93,3,11.45,243,21,99,91,28,17,3,35.8,45.4,13.9,10.24,5.93,5.31,0.62,1.117,405.3,0.114,27.14,68,0.105,0.8,0.97,0.55,25.44,0.0,0.0,31.6,32.6,15.83,23.39,Free Flow,0.114,0"
"651,2023-11-13 15:54:00,2023-11-13,15:54,15,54,Monday,0,11,2023,46,0,0,0,0,0,Bagayam Road,SH66,primary,12.902132,79.126179,2.21,3,60,1,0,0,1,0,Clear,28.2,70.7,5000,0.0,20.4,Breakdown,1,114,4,32.07,637,74,278,185,32,27,3,47.2,65.2,21.5,6.56,2.81,2.21,0.6,1.271,708.7,0.321,21.98,288,0.324,0.8,1.0,0.8,29.08,18.18,13.57,54.9,58.2,34.5,29.75,Light,0.321,0"
"652,2024-07-12 14:32:00,2024-07-12,14:32,14,32,Friday,4,7,2024,28,0,0,0,0,0,Ranipet Road,NH48,primary,12.884582,79.116891,10.35,3,60,1,0,0,0,0,Clear,28.9,74.3,5000,0.0,1.1,None,0,0,0,47.74,4446,655,1875,1342,444,217,2,40.9,60.9,14.3,6.07,15.18,10.35,4.83,1.467,4941.1,0.477,18.06,429,0.421,0.8,1.0,1.0,39.02,29.89,59.04,47.0,47.0,48.69,65.64,Moderate,0.477,0"
"653,2023-03-30 10:50:00,2023-03-30,10:50,10,50,Thursday,3,3,2023,13,0,0,1,0,0,Gandhi Nagar Road,local,tertiary,12.938221,79.129199,7.83,2,40,0,0,0,0,0,Cloudy,39.2,73.3,3000,0.0,8.3,Festival Procession,1,75,3,46.37,2178,248,909,489,254,123,1,26.8,35.3,8.9,3.91,17.53,11.75,5.78,1.492,3630.8,0.464,18.41,278,0.406,1.8,0.97,0.5,57.09,43.53,36.71,24.2,28.9,42.12,61.35,Moderate,0.464,0"
"654,2023-07-03 23:04:00,2023-07-03,23:04,23,4,Monday,0,7,2023,27,0,0,0,0,1,Kasturibai Road,local,secondary,12.932341,79.128173,6.57,2,50,1,0,1,1,0,Cloudy,29.0,84.1,3000,0.0,3.0,Road Work,1,113,1,14.87,586,39,253,220,47,34,2,43.7,49.5,25.8,5.21,9.02,7.88,1.14,1.145,977.0,0.149,26.28,89,0.12,0.8,0.97,0.65,21.12,0.0,20.44,50.9,41.9,21.35,4.46,Free Flow,0.149,0"
"655,2023-04-13 22:46:00,2023-04-13,22:46,22,46,Thursday,3,4,2023,15,0,0,0,0,1,Gandhi Nagar Road,local,tertiary,12.940967,79.127781,7.88,2,40,0,0,0,0,0,Clear,33.1,42.9,5000,0.0,27.4,Road Work,1,61,1,9.3,439,25,246,90,22,16,3,37.5,53.4,14.9,11.75,12.61,11.82,0.79,1.067,732.8,0.093,27.68,55,0.088,0.8,1.0,0.65,0.0,22.21,22.4,38.4,26.6,14.28,24.69,Free Flow,0.093,0"
"656,2023-06-09 11:43:00,2023-06-09,11:43,11,43,Friday,4,6,2023,23,0,0,0,0,0,Gudiyatham Road,SH149,secondary,12.943654,79.175061,8.73,2,50,1,0,0,0,0,Clear,41.6,94.5,5000,0.0,9.9,Breakdown,1,158,3,37.5,1964,279,1032,423,286,79,2,37.5,49.2,21.8,2.29,13.97,10.48,3.49,1.333,3273.8,0.375,20.62,224,0.404,0.8,1.0,0.8,39.24,44.54,54.36,37.9,25.6,30.25,36.22,Light,0.375,0"
"657,2023-08-21 14:07:00,2023-08-21,14:07,14,7,Monday,0,8,2023,34,0,0,0,0,0,Katpadi Road,SH66,primary,12.935648,79.134898,11.37,3,60,1,0,0,1,0,Cloudy,25.9,41.5,3000,0.0,17.9,Road Work,1,167,5,22.82,2335,264,1113,691,297,121,3,49.3,60.9,19.3,7.82,13.84,11.37,2.47,1.217,2594.6,0.228,24.3,205,0.211,0.8,0.97,0.65,33.72,38.81,0.0,54.1,50.4,26.29,31.47,Light,0.228,0"
"658,2023-12-27 14:55:00,2023-12-27,14:55,14,55,Wednesday,2,12,2023,52,0,0,0,0,0,Poonai Road,local,tertiary,12.93798,79.151933,11.66,2,40,0,0,0,0,0,Clear,24.6,49.3,5000,0.0,5.6,None,0,0,0,19.65,1374,202,582,435,177,59,3,34.8,46.0,22.2,5.37,20.1,17.49,2.61,1.149,2291.2,0.196,25.09,117,0.196,0.8,1.0,1.0,5.25,31.68,28.76,32.5,33.3,23.45,9.49,Free Flow,0.196,0"
"659,2024-12-14 23:56:00,2024-12-14,23:56,23,56,Saturday,5,12,2024,50,1,0,0,0,1,Poonai Road,local,tertiary,12.934184,79.149844,11.35,2,40,0,0,0,0,0,Cloudy,25.6,43.0,3000,0.0,6.5,Accident,1,86,3,34.46,2346,128,1379,850,239,83,1,29.9,36.3,11.5,11.72,22.78,17.02,5.76,1.338,3911.2,0.345,21.38,206,0.287,0.9,0.97,0.55,35.61,23.35,16.31,30.6,24.9,25.78,15.4,Light,0.345,0"
"660,2023-04-20 23:27:00,2023-04-20,23:27,23,27,Thursday,3,4,2023,16,0,0,0,0,1,Sathuvachari Road,local,tertiary,12.938783,79.171513,7.41,2,40,0,0,0,0,0,Clear,38.6,84.8,5000,0.0,10.9,None,0,0,0,16.84,748,97,381,207,59,46,1,35.5,42.3,23.0,9.99,12.52,11.12,1.4,1.126,1247.8,0.168,25.79,100,0.151,0.8,1.0,1.0,11.14,0.47,0.0,27.8,26.3,22.06,33.32,Free Flow,0.168,0"
"661,2023-09-23 04:31:00,2023-09-23,04:31,4,31,Saturday,5,9,2023,38,1,0,0,0,1,Ranipet Road,NH48,primary,12.884318,79.11371,6.31,3,60,1,0,0,0,0,Clear,38.6,83.3,5000,0.0,25.9,None,0,0,0,13.63,774,49,428,295,108,30,0,54.5,62.9,29.3,11.95,6.95,6.31,0.64,1.101,860.1,0.136,26.59,122,0.129,0.3,1.0,1.0,1.58,8.12,0.0,60.2,57.8,18.88,26.11,Free Flow,0.136,0"
"662,2023-06-14 07:46:00,2023-06-14,07:46,7,46,Wednesday,2,6,2023,24,0,0,0,0,0,Ambur Road,NH234,primary,12.986217,79.135129,4.91,3,60,1,0,0,0,0,Heavy Rain,26.8,83.3,800,48.2,4.2,None,0,0,0,43.84,1937,166,945,397,136,134,3,27.6,31.7,12.5,5.43,10.67,4.91,5.76,2.173,2152.5,0.438,19.04,394,0.437,0.8,0.65,1.0,44.79,49.49,30.33,30.2,17.1,35.79,36.56,Moderate,0.438,0"
"663,2024-06-26 00:49:00,2024-06-26,00:49,0,49,Wednesday,2,6,2024,26,0,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.89239,79.118611,2.64,4,100,0,1,0,1,0,Fog,32.0,85.2,300,0.0,16.9,None,0,0,0,4.81,152,12,84,42,15,11,3,67.8,79.6,34.3,5.9,2.34,1.58,0.76,1.481,127.0,0.048,28.8,57,0.039,0.2,0.7,1.0,2.31,0.0,0.0,70.2,64.9,0.0,3.94,Free Flow,0.048,0"
"664,2024-12-24 06:21:00,2024-12-24,06:21,6,21,Tuesday,1,12,2024,52,0,0,0,0,0,CMC Hospital Road,local,secondary,12.924979,79.13379,2.89,2,50,1,0,1,0,0,Clear,33.9,90.6,5000,0.0,25.1,Road Work,1,101,5,28.75,498,27,288,168,64,25,3,40.4,54.0,15.9,2.75,4.29,3.47,0.82,1.236,830.9,0.287,22.81,172,0.259,0.8,1.0,0.65,24.87,18.16,4.05,45.0,44.9,37.62,32.91,Light,0.287,0"
"665,2024-04-30 06:36:00,2024-04-30,06:36,6,36,Tuesday,1,4,2024,18,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.944265,79.122643,5.31,2,40,0,0,0,0,0,Cloudy,25.5,89.8,3000,0.0,22.1,None,0,0,0,63.14,2011,183,827,592,220,96,2,22.5,27.8,8.2,13.06,14.16,7.96,6.2,1.779,3352.7,0.631,14.21,378,0.616,0.8,0.97,1.0,74.02,52.79,77.2,18.7,30.8,62.68,77.55,Heavy,0.631,1"
"666,2024-04-11 23:13:00,2024-04-11,23:13,23,13,Thursday,3,4,2024,15,0,0,0,0,1,Gandhi Nagar Road,local,tertiary,12.944859,79.127801,2.57,2,40,0,0,0,0,0,Cloudy,36.7,49.6,3000,0.0,14.7,Accident,1,37,5,28.65,441,27,219,125,24,16,2,31.4,36.0,12.8,9.18,4.91,3.85,1.06,1.275,736.3,0.286,22.84,171,0.279,0.8,0.97,0.55,20.63,23.64,50.65,36.8,42.3,18.81,32.03,Light,0.286,0"
"667,2023-07-11 00:57:00,2023-07-11,00:57,0,57,Tuesday,1,7,2023,28,0,0,0,0,1,Sankaranpalayam Rd,local,tertiary,12.922705,79.121744,2.57,2,40,0,0,0,0,0,Clear,31.4,92.9,5000,0.0,14.9,VIP Movement,1,34,1,10.17,156,8,79,58,14,11,0,37.3,54.8,23.2,3.05,4.13,3.85,0.28,1.073,261.4,0.102,27.46,60,0.11,0.2,1.0,0.6,8.54,21.31,29.58,40.3,47.9,5.99,0.0,Free Flow,0.102,0"
"668,2024-02-28 14:11:00,2024-02-28,14:11,14,11,Wednesday,2,2,2024,9,0,0,0,0,0,Sankaranpalayam Rd,local,tertiary,12.919432,79.127725,3.42,2,40,0,0,0,0,0,Fog,29.0,71.8,300,0.0,7.2,None,0,0,0,24.1,494,52,250,193,26,21,2,23.5,28.3,8.5,6.55,8.73,5.13,3.6,1.702,824.2,0.241,23.98,144,0.245,0.8,0.7,1.0,33.63,26.1,4.54,25.2,29.2,18.6,22.58,Light,0.241,0"
"669,2024-05-20 05:34:00,2024-05-20,05:34,5,34,Monday,0,5,2024,21,0,0,0,0,1,Sankaranpalayam Rd,local,tertiary,12.916785,79.127624,10.4,2,40,0,0,0,0,0,Clear,26.9,71.5,5000,0.0,1.8,None,0,0,0,11.78,735,97,399,213,84,51,3,36.9,53.3,19.2,5.95,16.91,15.6,1.31,1.084,1225.1,0.118,27.05,70,0.129,0.2,1.0,1.0,14.42,2.37,24.23,38.3,25.5,16.24,12.01,Free Flow,0.118,0"
"670,2024-03-21 09:52:00,2024-03-21,09:52,9,52,Thursday,3,3,2024,12,0,0,1,0,0,Anna Nagar Road,local,residential,12.923146,79.120802,0.53,1,30,0,0,0,0,0,Clear,37.5,94.7,5000,0.0,3.1,None,0,0,0,20.93,33,4,18,10,2,2,2,25.8,36.4,17.5,13.47,1.23,1.06,0.17,1.16,110.9,0.209,24.77,62,0.182,1.8,1.0,1.0,6.91,11.29,24.55,18.4,19.2,28.91,14.87,Light,0.209,0"
"671,2023-09-11 06:11:00,2023-09-11,06:11,6,11,Monday,0,9,2023,37,0,0,0,0,0,Bagayam Road,SH66,primary,12.908554,79.126441,0.58,3,60,1,0,0,0,0,Clear,27.0,59.7,5000,0.0,3.4,None,0,0,0,62.35,325,45,144,86,26,20,0,35.1,41.8,16.2,8.56,0.99,0.58,0.41,1.707,361.6,0.624,14.41,560,0.602,0.8,1.0,1.0,64.16,70.16,47.76,30.2,41.7,56.2,48.84,Heavy,0.624,1"
"672,2024-02-08 05:37:00,2024-02-08,05:37,5,37,Thursday,3,2,2024,6,0,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.890105,79.118063,5.41,4,100,0,1,0,0,0,Light Rain,24.1,69.6,2000,4.1,8.1,Accident,1,147,3,8.23,534,31,307,112,68,34,3,83.2,101.9,54.1,9.81,3.9,3.25,0.65,1.2,445.2,0.082,27.94,98,0.069,0.2,0.88,0.55,0.0,0.0,31.58,81.6,73.0,7.43,11.75,Free Flow,0.082,0"
"673,2023-06-13 02:58:00,2023-06-13,02:58,2,58,Tuesday,1,6,2023,24,0,0,0,0,1,VIT University Rd,local,secondary,12.970381,79.148721,0.67,2,50,1,0,0,0,0,Cloudy,27.3,82.6,3000,0.0,17.6,None,0,0,0,4.9,19,1,9,6,1,0,3,46.9,54.0,22.0,14.36,0.86,0.8,0.06,1.075,32.8,0.049,28.77,28,0.046,0.2,0.97,1.0,0.0,19.02,11.38,45.3,44.1,12.85,0.0,Free Flow,0.049,0"
"674,2024-09-27 13:07:00,2024-09-27,13:07,13,7,Friday,4,9,2024,39,0,0,0,0,0,Arcot Road,NH234,primary,12.90743,79.128586,5.66,3,60,1,0,1,0,0,Clear,37.8,41.5,5000,0.0,8.1,None,0,0,0,85.33,4346,300,2351,923,517,311,2,25.9,28.6,8.7,4.73,13.11,5.66,7.45,2.316,4829.7,0.853,8.67,767,0.88,1.3,1.0,1.0,73.34,90.92,75.31,28.6,15.1,92.36,84.73,Gridlock,0.853,1"
"675,2024-04-17 20:08:00,2024-04-17,20:08,20,8,Wednesday,2,4,2024,16,0,0,0,0,0,Vellore Main Bazar,local,tertiary,12.931107,79.122317,3.5,2,40,0,0,0,1,1,Fog,34.9,47.0,300,0.0,24.6,None,0,0,0,11.11,233,26,124,79,24,6,1,25.9,36.1,17.8,5.93,8.11,5.25,2.86,1.545,388.8,0.111,27.22,66,0.107,0.8,0.7,1.0,10.89,8.37,17.81,31.2,18.7,5.29,0.49,Free Flow,0.111,0"
"676,2024-08-26 18:35:00,2024-08-26,18:35,18,35,Monday,0,8,2024,35,0,1,0,1,0,Sankaranpalayam Rd,local,tertiary,12.919229,79.122798,5.44,2,40,0,0,0,0,0,Light Rain,25.7,88.0,2000,9.5,1.7,None,0,0,0,97.91,3195,325,1684,1141,274,164,1,12.2,17.5,6.3,14.64,26.75,8.16,18.59,3.278,5326.3,0.979,5.52,587,0.877,1.9,0.88,1.0,96.03,109.66,79.66,16.8,5.0,98.07,93.83,Gridlock,0.979,1"
