"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,season,is_weekend,is_holiday,shift_label,is_morning_peak,is_evening_peak,is_night,hospital_id,hospital_name,hospital_level,er_capacity,patients_in_er,waiting_count,critical_patients,stable_patients,admitted_this_hour,discharged_this_hour,referred_out_this_hour,walk_in_patients,ambulance_arrivals,pediatric_cases,obstetric_cases,dominant_emergency_type,avg_wait_time_min,max_wait_time_min,avg_treatment_time_min,door_to_doctor_min,triage_duration_min,bed_turnover_rate,doctors_on_duty,nurses_on_duty,paramedics_on_duty,duty_doctor_specialist,defibrillator_operational,ct_scan_operational,xray_operational,lab_tat_min,oxygen_status,blood_units_available,ppe_adequate,temperature_celsius,humidity_percent,weather_condition,rain_impact_multiplier,er_load_ratio,icu_load_ratio,bed_occupancy_ratio,load_lag_1h,load_lag_2h,load_lag_24h,load_lag_7d,load_rolling_3h_avg,load_rolling_7d_avg,load_rolling_24h_std,local_event_nearby,highway_accident_reported,epidemic_alert_active,predicted_load_next_1h,er_load_class_next_1h,will_be_overloaded_next_1h"
"648,2023-09-25 12:00:00,2023-09-25,12:00,12,0,Monday,0,9,2023,39,Monsoon,0,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,50,18,2,38,10,5,3,9,2,2,1,Cardiac Arrest,79.4,220.1,173.1,11.7,9.0,3.0,8,20,2,1,1,1,1,43.4,Full,2,1,26.9,49.0,Heavy Rain,1.3,1.25,0.947,0.569,1.162,1.399,1.135,1.329,1.27,1.286,0.104,0,0,0,1.21,Overloaded,1"
"649,2023-09-26 19:00:00,2023-09-26,19:00,19,0,Tuesday,1,9,2023,39,Monsoon,0,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,3,37,5,1,3,13,0,6,1,Road Accident,80.6,240.1,45.1,25.1,11.8,0.6,7,16,2,0,1,0,1,49.8,Full,37,1,40.7,49.7,Clear,1.0,1.0,0.427,0.761,0.972,0.922,0.87,0.953,0.965,1.031,0.1894,0,0,0,1.016,Overloaded,1"
"650,2023-09-27 01:00:00,2023-09-27,01:00,1,0,Wednesday,2,9,2023,39,Monsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,15,0,2,13,4,0,0,3,5,2,3,Cardiac Arrest,0.0,0.0,58.3,23.0,6.6,0.0,5,12,5,0,1,1,1,51.5,Low,28,1,34.9,40.1,Clear,1.0,0.375,0.773,0.94,0.312,0.4,0.312,0.175,0.362,0.269,0.0686,0,0,0,0.429,Low,0"
"651,2023-09-28 23:00:00,2023-09-28,23:00,23,0,Thursday,3,9,2023,39,Monsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,29,0,1,26,2,3,0,3,5,4,0,Pediatric Emergency,0.0,0.0,81.6,21.1,14.7,1.8,5,12,4,1,1,1,1,36.4,Low,27,1,30.8,64.3,Rain,1.1,0.725,0.607,0.823,0.793,0.708,0.838,0.534,0.742,0.664,0.1402,0,1,0,0.808,High,0"
"652,2023-09-29 00:00:00,2023-09-29,00:00,0,0,Friday,4,9,2023,39,Monsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,18,0,0,18,1,5,0,5,3,1,2,Cardiac Arrest,0.0,0.0,96.3,7.1,10.9,3.0,5,12,1,1,1,0,1,19.5,Low,9,1,26.4,43.8,Clear,1.0,0.45,0.483,0.901,0.428,0.488,0.522,0.421,0.455,0.416,0.1179,0,0,0,0.513,Medium,0"
"653,2023-09-30 13:00:00,2023-09-30,13:00,13,0,Saturday,5,9,2023,39,Monsoon,1,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,3,37,2,1,2,10,4,6,3,Respiratory Distress,130.1,314.7,117.0,6.4,8.2,0.6,8,20,5,1,0,0,1,49.0,Full,31,1,30.1,90.0,Cloudy,1.0,1.0,0.521,0.835,1.075,1.061,0.829,0.822,1.045,0.981,0.1002,0,0,0,1.06,Overloaded,1"
"654,2023-10-01 10:00:00,2023-10-01,10:00,10,0,Sunday,6,10,2023,39,PostMonsoon,1,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,4,36,4,0,0,5,1,3,3,Cardiac Arrest,62.9,184.0,64.0,12.9,7.1,0.0,8,20,4,1,1,1,1,47.1,Medium,16,1,29.3,63.7,Cloudy,1.0,1.0,0.707,0.788,1.074,0.961,1.122,0.994,1.012,1.148,0.0572,0,0,0,0.961,High,0"
"655,2023-10-02 09:00:00,2023-10-02,09:00,9,0,Monday,0,10,2023,40,PostMonsoon,0,1,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,6,34,3,0,2,11,3,2,1,Road Accident,90.6,236.4,42.1,22.0,10.0,0.0,8,20,5,1,1,1,1,46.4,Medium,43,1,30.9,91.1,Clear,1.0,1.0,0.92,0.536,0.929,1.052,1.147,1.133,0.994,1.075,0.1278,0,0,0,1.157,Overloaded,1"
"656,2023-10-03 21:00:00,2023-10-03,21:00,21,0,Tuesday,1,10,2023,40,PostMonsoon,0,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,37,9,0,34,2,2,1,4,5,0,3,Fracture/Trauma,40.2,61.8,98.9,9.2,9.9,1.2,7,16,2,0,1,1,1,65.1,Medium,35,1,36.6,55.8,Rain,1.1,0.925,0.968,0.983,1.019,0.992,0.91,1.114,0.979,0.887,0.0545,0,0,0,1.066,Overloaded,1"
"657,2023-10-04 23:00:00,2023-10-04,23:00,23,0,Wednesday,2,10,2023,40,PostMonsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,24,0,0,24,9,4,0,2,1,0,0,Obstetric Emergency,0.0,0.0,134.8,22.4,8.7,2.4,5,12,5,1,1,1,1,44.7,Full,24,1,31.3,52.1,Cloudy,1.0,0.6,0.864,0.926,0.67,0.685,0.723,0.563,0.652,0.451,0.0646,0,0,0,0.524,Medium,0"
"658,2023-10-05 14:00:00,2023-10-05,14:00,14,0,Thursday,3,10,2023,40,PostMonsoon,0,0,Afternoon,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,14,3,34,0,8,1,5,3,4,0,Unknown/General,107.7,179.9,130.6,8.1,5.4,4.8,7,16,3,1,1,1,1,67.3,Full,36,1,30.9,86.9,Rain,1.1,1.0,0.625,0.904,1.021,0.936,0.974,1.208,0.986,0.89,0.1948,0,0,0,1.047,Overloaded,1"
"659,2023-10-06 10:00:00,2023-10-06,10:00,10,0,Friday,4,10,2023,40,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,0,40,15,5,4,6,4,5,0,Cardiac Arrest,118.4,299.6,163.1,25.5,4.5,3.0,8,20,6,1,1,0,1,70.0,Medium,32,1,34.4,81.7,Clear,1.0,1.0,0.686,0.724,0.957,1.041,0.825,0.781,0.999,0.923,0.0899,1,1,0,0.972,High,0"
"660,2023-10-07 20:00:00,2023-10-07,20:00,20,0,Saturday,5,10,2023,40,PostMonsoon,1,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,3,37,16,5,3,6,0,1,2,Pediatric Emergency,79.4,180.6,37.6,13.5,14.8,3.0,7,16,5,1,1,0,1,60.6,Full,5,1,26.8,65.4,Clear,1.0,1.0,0.682,0.907,0.981,1.032,1.078,1.073,1.004,0.911,0.1046,0,0,0,1.096,Overloaded,1"
"661,2023-10-08 06:00:00,2023-10-08,06:00,6,0,Sunday,6,10,2023,40,PostMonsoon,1,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,27,0,1,26,6,1,0,3,1,4,1,Burns,0.0,0.0,26.7,13.5,10.6,0.6,8,20,1,1,1,1,1,30.6,Low,30,1,27.4,59.6,Clear,1.0,0.675,0.426,0.834,0.693,0.652,0.651,0.5,0.673,0.636,0.1217,0,0,0,0.66,Medium,0"
"662,2023-10-09 17:00:00,2023-10-09,17:00,17,0,Monday,0,10,2023,41,PostMonsoon,0,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,6,34,6,0,1,13,4,5,2,Road Accident,54.6,116.8,146.2,29.1,2.1,0.0,7,16,5,1,1,1,1,50.9,Full,0,1,30.9,72.6,Cloudy,1.0,1.0,0.739,0.731,0.951,0.871,0.948,1.119,0.941,0.868,0.1806,0,0,0,0.962,High,0"
"663,2023-10-10 07:00:00,2023-10-10,07:00,7,0,Tuesday,1,10,2023,41,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,44,9,5,29,13,2,3,13,1,4,1,Road Accident,62.7,112.2,95.1,21.2,8.4,1.2,8,20,6,1,1,1,1,38.9,Medium,47,1,36.5,66.4,Heavy Rain,1.3,1.1,0.909,0.839,1.04,1.184,0.925,1.071,1.108,0.975,0.106,0,0,0,0.963,High,0"
"664,2023-10-11 22:00:00,2023-10-11,22:00,22,0,Wednesday,2,10,2023,41,PostMonsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,31,5,0,31,10,9,0,0,0,4,2,Obstetric Emergency,29.6,51.2,96.0,28.3,12.9,5.4,5,12,2,1,1,1,1,44.9,Medium,43,1,37.9,62.4,Clear,1.0,0.775,0.518,0.725,0.796,0.842,0.726,0.952,0.804,0.683,0.064,0,0,0,0.87,High,0"
"665,2023-10-12 02:00:00,2023-10-12,02:00,2,0,Thursday,3,10,2023,41,PostMonsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,12,0,1,11,1,0,0,1,3,0,0,Cardiac Arrest,0.0,0.0,77.9,6.6,6.5,0.0,5,12,5,1,1,1,0,23.6,Low,16,1,32.9,75.2,Clear,1.0,0.3,0.946,0.793,0.217,0.433,0.115,0.401,0.317,0.163,0.1768,0,0,0,0.297,Low,0"
"666,2023-10-13 10:00:00,2023-10-13,10:00,10,0,Friday,4,10,2023,41,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,50,18,4,36,6,5,3,6,0,7,1,Road Accident,134.5,366.6,116.0,14.0,6.7,3.0,8,20,5,0,1,1,1,76.4,Medium,34,1,30.9,93.4,Heavy Rain,1.3,1.25,0.915,0.79,1.347,1.216,1.163,1.416,1.271,1.344,0.0583,0,0,0,1.073,Overloaded,1"
"667,2023-10-14 09:00:00,2023-10-14,09:00,9,0,Saturday,5,10,2023,41,PostMonsoon,1,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,6,34,1,11,5,10,1,0,1,Road Accident,114.8,342.4,42.6,11.6,7.5,6.6,8,20,6,1,1,0,1,71.0,Medium,38,1,38.2,57.6,Clear,1.0,1.0,0.9,0.598,1.012,0.951,0.883,0.822,0.988,1.113,0.0322,0,1,0,0.99,High,0"
"668,2023-10-15 01:00:00,2023-10-15,01:00,1,0,Sunday,6,10,2023,41,PostMonsoon,1,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,15,0,2,13,6,4,0,4,1,0,1,Cardiac Arrest,0.0,0.0,30.6,10.1,4.9,2.4,5,12,4,1,1,1,1,38.2,Full,15,1,38.8,93.2,Cloudy,1.0,0.375,0.636,0.762,0.38,0.52,0.267,0.475,0.425,0.309,0.1393,0,0,0,0.363,Low,0"
"669,2023-10-16 04:00:00,2023-10-16,04:00,4,0,Monday,0,10,2023,42,PostMonsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,14,0,1,12,4,0,0,4,1,2,1,Unknown/General,0.0,0.0,177.5,19.5,8.5,0.0,5,12,2,1,1,1,1,34.2,Low,32,1,32.2,40.2,Rain,1.1,0.35,0.484,0.773,0.432,0.266,0.547,0.532,0.349,0.226,0.1979,0,0,0,0.417,Low,0"
"670,2023-10-17 13:00:00,2023-10-17,13:00,13,0,Tuesday,1,10,2023,42,PostMonsoon,0,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,38,15,3,35,13,11,2,10,5,5,0,Road Accident,93.6,152.7,141.2,20.7,13.4,6.6,8,20,6,0,1,1,1,80.0,Medium,11,1,33.2,66.3,Cloudy,1.0,0.95,0.51,0.712,0.982,0.963,1.133,0.905,0.965,0.871,0.1055,0,0,0,0.989,High,0"
"671,2023-10-18 18:00:00,2023-10-18,18:00,18,0,Wednesday,2,10,2023,42,PostMonsoon,0,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,1,39,14,10,3,5,4,7,3,Road Accident,61.7,135.6,83.2,14.7,14.7,6.0,7,16,4,0,1,1,1,65.7,Full,35,1,36.9,93.2,Clear,1.0,1.0,0.947,0.681,0.993,1.024,0.897,0.909,1.006,1.011,0.1561,1,1,0,0.897,High,0"
"672,2023-10-19 02:00:00,2023-10-19,02:00,2,0,Thursday,3,10,2023,42,PostMonsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,15,0,1,13,0,3,0,2,4,3,0,Cardiac Arrest,0.0,0.0,171.6,20.6,12.1,1.8,5,12,1,1,1,1,1,20.2,Full,16,1,38.8,72.5,Rain,1.1,0.375,0.822,0.589,0.448,0.33,0.212,0.391,0.384,0.249,0.1911,0,0,0,0.334,Low,0"
"673,2023-10-20 11:00:00,2023-10-20,11:00,11,0,Friday,4,10,2023,42,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,0,40,7,10,0,2,1,2,1,Cardiac Arrest,123.7,343.4,114.3,14.0,4.7,6.0,8,20,1,1,1,1,1,62.5,Full,24,1,25.1,67.9,Clear,1.0,1.0,0.425,0.883,0.999,0.901,1.102,0.761,0.967,1.048,0.1147,0,0,0,1.06,Overloaded,1"
"674,2023-10-21 08:00:00,2023-10-21,08:00,8,0,Saturday,5,10,2023,42,PostMonsoon,1,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,50,18,3,37,13,2,2,11,3,10,3,Road Accident,117.2,220.8,111.9,22.4,9.1,1.2,8,20,4,1,1,1,1,36.6,Medium,41,1,24.4,84.5,Heavy Rain,1.3,1.25,0.964,0.607,1.327,1.307,1.373,1.381,1.295,1.192,0.0862,0,0,0,1.476,Overloaded,1"
"675,2023-10-22 13:00:00,2023-10-22,13:00,13,0,Sunday,6,10,2023,42,PostMonsoon,1,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,50,18,4,36,13,5,4,16,2,3,1,Poisoning,71.9,111.0,139.6,20.9,8.0,3.0,8,20,3,1,1,1,1,79.2,Full,32,1,35.9,91.0,Heavy Rain,1.3,1.25,0.574,0.578,1.276,1.356,1.383,1.108,1.294,1.394,0.1802,0,0,0,1.426,Overloaded,1"
"676,2023-10-23 17:00:00,2023-10-23,17:00,17,0,Monday,0,10,2023,43,PostMonsoon,0,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,6,34,8,4,1,13,0,0,3,Road Accident,132.4,237.7,136.6,7.6,14.8,2.4,7,16,5,1,1,1,0,16.8,Low,2,1,37.0,56.8,Clear,1.0,1.0,0.668,0.948,0.972,1.066,1.038,1.016,1.013,0.97,0.1133,0,0,0,0.908,High,0"
"677,2023-10-24 10:00:00,2023-10-24,10:00,10,0,Tuesday,1,10,2023,43,PostMonsoon,0,1,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,6,34,11,10,5,1,2,3,2,Fracture/Trauma,141.3,260.1,20.8,4.7,13.8,6.0,8,20,5,0,1,0,1,56.9,Low,43,1,30.3,59.5,Cloudy,1.0,1.0,0.54,0.61,1.038,1.041,0.92,0.922,1.026,1.047,0.1136,0,0,0,1.186,Overloaded,1"
"678,2023-10-25 06:00:00,2023-10-25,06:00,6,0,Wednesday,2,10,2023,43,PostMonsoon,0,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,28,0,0,22,1,1,0,5,3,1,1,Cardiac Arrest,0.0,0.0,76.4,21.3,6.5,0.6,8,20,3,1,1,1,1,28.8,Medium,40,1,32.3,54.5,Heavy Rain,1.3,0.7,0.986,0.891,0.768,0.664,0.573,0.784,0.711,0.583,0.17,0,0,0,0.608,Medium,0"
"679,2023-10-26 10:00:00,2023-10-26,10:00,10,0,Thursday,3,10,2023,43,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,50,18,3,37,9,5,2,10,3,5,3,Pediatric Emergency,82.1,211.7,129.5,23.6,11.7,3.0,8,20,4,0,1,1,1,50.5,Full,11,1,33.8,45.9,Heavy Rain,1.3,1.25,0.417,0.626,1.19,1.233,1.204,1.499,1.224,1.142,0.0501,0,0,0,1.101,Overloaded,1"
"680,2023-10-27 12:00:00,2023-10-27,12:00,12,0,Friday,4,10,2023,43,PostMonsoon,0,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,48,13,4,33,9,0,3,4,1,6,3,Obstetric Emergency,76.1,140.1,33.4,24.7,14.3,0.0,8,20,2,0,1,1,1,61.4,Full,49,1,30.0,44.1,Heavy Rain,1.3,1.2,0.734,0.969,1.288,1.143,1.013,1.115,1.21,1.235,0.0825,0,0,0,1.268,Overloaded,1"
"681,2023-10-28 21:00:00,2023-10-28,21:00,21,0,Saturday,5,10,2023,43,PostMonsoon,1,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,40,14,1,36,0,2,2,1,5,5,2,Poisoning,84.5,201.6,58.8,23.2,10.2,1.2,7,16,2,1,1,1,1,28.2,Low,45,1,37.0,45.9,Rain,1.1,1.0,0.579,0.714,0.927,0.959,0.948,0.939,0.962,0.905,0.1346,0,0,0,1.063,Overloaded,1"
"682,2023-10-29 01:00:00,2023-10-29,01:00,1,0,Sunday,6,10,2023,43,PostMonsoon,1,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,16,0,0,16,5,4,0,4,0,3,1,Cardiac Arrest,0.0,0.0,39.0,5.3,2.7,2.4,5,12,5,1,1,1,1,23.6,Low,9,1,36.1,65.7,Cloudy,1.0,0.4,0.756,0.621,0.378,0.485,0.336,0.182,0.421,0.386,0.1264,0,0,0,0.46,Low,0"
"683,2023-10-30 06:00:00,2023-10-30,06:00,6,0,Monday,0,10,2023,44,PostMonsoon,0,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,25,0,3,22,7,1,0,0,1,5,3,Unknown/General,0.0,0.0,77.4,17.1,9.3,0.6,8,20,5,1,1,1,0,63.3,Full,47,1,30.2,72.7,Clear,1.0,0.625,0.783,0.931,0.6,0.534,0.527,0.534,0.586,0.478,0.0589,0,0,0,0.747,Medium,0"
"684,2023-10-31 12:00:00,2023-10-31,12:00,12,0,Tuesday,1,10,2023,44,PostMonsoon,0,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,36,12,5,31,12,0,2,10,1,7,1,Respiratory Distress,36.5,58.7,144.9,26.5,6.1,0.0,8,20,2,0,1,1,1,41.1,Medium,3,1,35.3,69.5,Cloudy,1.0,0.9,0.586,0.573,0.848,0.877,0.902,0.672,0.875,1.017,0.0468,0,0,0,1.026,Overloaded,1"
"685,2023-11-01 11:00:00,2023-11-01,11:00,11,0,Wednesday,2,11,2023,44,PostMonsoon,0,1,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,1,39,1,12,4,3,5,6,0,Road Accident,120.6,265.2,129.6,16.8,11.2,7.2,8,20,6,1,1,1,1,69.3,Medium,11,0,35.5,52.2,Clear,1.0,1.0,0.414,0.563,0.948,1.02,1.067,0.793,0.989,1.132,0.0737,0,0,0,1.018,Overloaded,1"
"686,2023-11-02 15:00:00,2023-11-02,15:00,15,0,Thursday,3,11,2023,44,PostMonsoon,0,0,Afternoon,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,42,17,3,36,3,6,1,4,2,4,2,Cardiac Arrest,73.9,157.4,78.4,15.8,10.0,3.6,7,16,3,0,1,1,1,39.0,Full,38,1,27.2,65.2,Rain,1.1,1.05,0.657,0.538,0.966,0.933,1.162,1.177,0.983,1.087,0.1047,0,0,0,1.186,Overloaded,1"
"687,2023-11-03 22:00:00,2023-11-03,22:00,22,0,Friday,4,11,2023,44,PostMonsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,39,4,4,26,8,6,0,13,4,7,2,Respiratory Distress,27.0,73.8,155.4,4.3,11.5,3.6,5,12,2,1,1,1,1,45.1,Low,48,1,38.9,90.8,Heavy Rain,1.3,0.975,0.8,0.971,0.984,1.107,0.924,0.972,1.022,0.963,0.0813,0,0,0,0.895,High,0"
"688,2023-11-04 05:00:00,2023-11-04,05:00,5,0,Saturday,5,11,2023,44,PostMonsoon,1,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,17,0,0,16,5,1,0,3,2,3,0,Road Accident,0.0,0.0,172.2,13.5,6.9,0.6,5,12,5,0,1,1,1,66.3,Low,30,1,27.1,76.9,Rain,1.1,0.425,0.53,0.77,0.362,0.428,0.27,0.373,0.405,0.435,0.1625,0,1,0,0.424,Low,0"
"689,2023-11-05 17:00:00,2023-11-05,17:00,17,0,Sunday,6,11,2023,44,PostMonsoon,1,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,5,35,7,6,5,0,2,0,3,Road Accident,74.4,194.5,154.9,21.5,9.5,3.6,7,16,1,1,1,1,1,73.5,Full,8,1,36.7,92.1,Clear,1.0,1.0,0.568,0.561,1.032,0.9,1.174,0.942,0.977,1.029,0.0627,0,0,0,0.948,High,0"
"690,2023-11-06 22:00:00,2023-11-06,22:00,22,0,Monday,0,11,2023,45,PostMonsoon,0,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,31,2,3,26,10,0,0,7,0,0,2,Pediatric Emergency,14.5,33.6,96.9,14.0,6.4,0.0,5,12,4,0,1,1,1,54.0,Low,6,1,28.5,71.7,Rain,1.1,0.775,0.721,0.55,0.791,0.76,0.815,0.683,0.775,0.904,0.1899,0,0,0,0.695,Medium,0"
"691,2023-11-07 15:00:00,2023-11-07,15:00,15,0,Tuesday,1,11,2023,45,PostMonsoon,0,0,Afternoon,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,36,12,5,31,13,5,3,8,4,1,0,Obstetric Emergency,87.7,207.1,35.2,27.1,8.8,3.0,7,16,6,1,1,1,1,88.6,Low,37,1,30.6,59.4,Cloudy,1.0,0.9,0.432,0.76,0.949,0.976,0.741,0.948,0.942,0.933,0.1911,0,0,0,0.834,High,0"
"692,2023-11-08 06:00:00,2023-11-08,06:00,6,0,Wednesday,2,11,2023,45,PostMonsoon,0,0,Morning,0,0,0,H002,Govt Vellore Medical College,Tertiary,40,25,0,0,25,7,1,0,0,2,5,0,Respiratory Distress,0.0,0.0,99.0,21.2,9.8,0.6,8,20,6,0,1,1,1,31.6,Low,49,1,41.7,50.7,Clear,1.0,0.625,0.535,0.84,0.685,0.548,0.613,0.805,0.619,0.574,0.1836,0,0,0,0.658,Medium,0"
"693,2023-11-09 19:00:00,2023-11-09,19:00,19,0,Thursday,3,11,2023,45,PostMonsoon,0,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,44,18,4,36,3,2,3,11,2,7,3,Road Accident,130.6,371.8,179.9,27.4,3.4,1.2,7,16,6,1,1,1,1,73.3,Low,12,1,40.1,45.8,Rain,1.1,1.1,0.422,0.841,1.014,1.13,1.196,1.011,1.081,1.214,0.0972,0,0,0,0.961,High,0"
"694,2023-11-10 08:00:00,2023-11-10,08:00,8,0,Friday,4,11,2023,45,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,42,16,1,38,8,5,1,12,4,8,3,Road Accident,55.5,94.5,82.3,10.5,11.5,3.0,8,20,5,1,1,0,1,50.3,Low,38,1,31.2,76.4,Rain,1.1,1.05,0.822,0.726,1.105,1.087,1.11,1.014,1.081,1.098,0.1381,0,0,0,1.026,Overloaded,1"
"695,2023-11-11 02:00:00,2023-11-11,02:00,2,0,Saturday,5,11,2023,45,PostMonsoon,1,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,13,0,0,12,0,1,0,2,0,2,1,Cardiac Arrest,0.0,0.0,119.5,4.7,10.8,0.6,5,12,2,0,1,1,1,25.2,Full,27,1,32.6,52.4,Rain,1.1,0.325,0.941,0.546,0.42,0.387,0.197,0.141,0.377,0.226,0.1225,0,0,0,0.296,Low,0"
"696,2023-11-12 08:00:00,2023-11-12,08:00,8,0,Sunday,6,11,2023,45,PostMonsoon,1,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,6,34,8,2,5,0,4,4,0,Road Accident,142.7,280.2,24.9,12.5,10.1,1.2,8,20,5,1,1,1,1,67.3,Full,29,0,29.5,62.6,Clear,1.0,1.0,0.587,0.812,0.924,1.071,0.97,0.783,0.998,0.951,0.081,0,0,0,1.196,Overloaded,1"
"697,2023-11-13 20:00:00,2023-11-13,20:00,20,0,Monday,0,11,2023,46,PostMonsoon,0,0,Afternoon,0,1,0,H002,Govt Vellore Medical College,Tertiary,40,39,17,4,35,5,6,0,6,4,2,1,Road Accident,107.7,253.6,151.5,9.3,9.0,3.6,7,16,1,1,0,1,1,61.2,Full,4,1,27.3,71.8,Cloudy,1.0,0.975,0.725,0.87,0.882,1.112,0.872,0.916,0.99,0.939,0.1335,1,0,0,1.028,Overloaded,1"
"698,2023-11-14 07:00:00,2023-11-14,07:00,7,0,Tuesday,1,11,2023,46,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,38,11,2,33,2,4,5,11,4,6,3,Road Accident,67.7,193.2,43.8,9.9,2.5,2.4,8,20,4,1,1,1,1,29.1,Medium,18,1,31.4,51.1,Rain,1.1,0.95,0.549,0.775,0.985,0.962,0.842,0.819,0.966,0.863,0.0952,0,0,0,0.931,High,0"
"699,2023-11-15 10:00:00,2023-11-15,10:00,10,0,Wednesday,2,11,2023,46,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,44,18,3,37,8,3,2,6,4,6,2,Burns,127.9,254.5,23.5,11.7,3.2,1.8,8,20,4,1,1,1,1,82.8,Full,16,1,33.4,74.2,Rain,1.1,1.1,0.882,0.756,1.122,1.214,1.268,1.272,1.145,1.21,0.0308,0,0,0,1.031,Overloaded,1"
"700,2023-11-16 10:00:00,2023-11-16,10:00,10,0,Thursday,3,11,2023,46,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,44,18,4,36,16,7,1,13,3,0,0,Unknown/General,138.1,382.5,177.8,19.8,13.8,4.2,8,20,1,0,1,1,1,47.5,Full,33,1,32.1,69.6,Rain,1.1,1.1,0.971,0.851,1.091,1.073,0.943,1.2,1.088,1.207,0.1907,0,0,0,0.944,High,0"
"701,2023-11-17 11:00:00,2023-11-17,11:00,11,0,Friday,4,11,2023,46,PostMonsoon,0,0,Morning,1,0,0,H002,Govt Vellore Medical College,Tertiary,40,40,18,5,35,10,0,5,9,4,5,0,Fracture/Trauma,84.5,238.7,106.9,29.8,5.6,0.0,8,20,1,1,1,0,1,51.9,Medium,26,1,29.3,71.0,Cloudy,1.0,1.0,0.746,0.965,0.941,1.058,1.188,0.934,1.0,1.116,0.1124,0,0,0,1.194,Overloaded,1"
"702,2023-11-18 22:00:00,2023-11-18,22:00,22,0,Saturday,5,11,2023,46,PostMonsoon,1,0,Night,0,0,1,H002,Govt Vellore Medical College,Tertiary,40,36,8,2,31,2,8,0,6,5,2,3,Fracture/Trauma,41.4,116.4,95.5,11.1,14.9,4.8,5,12,1,1,1,1,1,24.3,Full,33,1,41.3,86.4,Rain,1.1,0.9,0.744,0.872,0.811,1.009,1.044,0.919,0.907,1.011,0.0992,0,1,0,1.08,Overloaded,1"
